"84C7A9","C3PO S.A.",,
"001418","C4Line",,
"28401A","C8 MediSensors, Inc.",,
"184BDF","Caavo Inc",,
"0002E7","CAB GmbH & Co KG",,
"002008","CABLE & COMPUTER TECHNOLOGY",,
"004074","CABLE AND WIRELESS",,
"F44DAD","Cable Matters Inc.",,
"000141","CABLE PRINT",,
"001000","CABLE TELEVISION LABORATORIES, INC.",,
"0019FA","Cable Vision Electronics CO., LTD.",,
"10B7A8","CableFree Networks Limited",,
"000F57","CABLELOGIC Co., Ltd.",,
"0007CE","Cabletime Limited",,
"0060BB","Cabletron Systems, Inc.",,
"00001D","Cabletron Systems, Inc.",,
"00E063","Cabletron Systems, Inc.",,
"0020D4","Cabletron Systems, Inc.",,
"00E03A","Cabletron Systems, Inc.",,
"0002B2","Cablevision",,
"000F2A","Cableware Electronics",,
"B4009C","CableWorld Ltd.",,
"000A2D","Cabot Communications Limited",,
"00C09E","CACHE COMPUTERS, INC.",,
"001F8B","Cache IQ",,
"0030BB","CacheFlow, Inc.",,
"749AC0","Cachengo, Inc.",,
"00091C","CacheVision, Inc",,
"008005","CACTUS COMPUTER INC.",,
"C455A6","Cadac Holdings Ltd",,
"00015C","CADANT INC.",,
"001220","Cadco Systems",,
"AC6B0F","CADENCE DESIGN SYSTEMS INC",,
"0030C5","CADENCE DESIGN SYSTEMS, INC.",,
"94F551","Cadi Scientific Pte Ltd",,
"0026C4","Cadmos microsystems S.r.l.",,
"08003D","CADNETIX CORPORATIONS",,
"0080D5","CADRE TECHNOLOGIES",,
"005064","CAE ELECTRONICS",,
"00125E","CAEN",,
"001D57","CAETEC Messtechnik",,
"00114C","caffeina applied research ltd.",,
"002212","CAI Networks, Inc.",,
"000B2E","Cal-Comp Electronics & Communications Company Ltd.",,
"F0219D","Cal-Comp Electronics & Communications Company Ltd.",,
"001F82","Cal-Comp Electronics & Communications Company Ltd.",,
"000A99","Calamp Wireless Networks Inc",,
"706173","Calantec GmbH",,
"00C0E2","CALCOMP, INC.",,
"001452","CALCULEX,INC.",,
"B4D64E","Caldero Limited",,
"644BF0","CalDigit, Inc",,
"001826","Cale Access AB",,
"9C5E73","Calibre UK LTD",,
"000395","California Amplifier",,
"0022A3","California Eastern Laboratories",,
"700433","California Things Inc.",,
"0010D8","CALISTA",,
"000631","Calix Inc.",,
"B89470","Calix Inc.",,
"1C8B76","Calix Inc.",,
"04BC9F","Calix Inc.",,
"142103","Calix Inc.",,
"84D343","Calix Inc.",,
"CCBE59","Calix Inc.",,
"60DB98","Calix Inc.",,
"EC4F82","Calix Inc.",,
"44657F","Calix Inc.",,
"487746","Calix Inc.",,
"D0768F","Calix Inc.",,
"F885F9","Calix Inc.",,
"00025D","Calix Networks",,
"001D85","Call Direct Cellular Solutions",,
"000CF3","CALL IMAGE SA",,
"001C37","Callpod, Inc.",,
"00257F","CallTechSolution Co.,Ltd",,
"000FB8","CallURL Inc.",,
"000D07","Calrec Audio Ltd",,
"241F2C","Calsys, Inc.",,
"74CA25","Calxeda, Inc.",,
"FC2F40","Calxeda, Inc.",,
"00B0F0","CALY NETWORKS",,
"000C5E","Calypso Medical",,
"001B9F","Calyptech Pty Ltd",,
"00502E","CAMBEX CORPORATION",,
"000456","Cambium Networks Limited",,
"BCA993","Cambium Networks Limited",,
"FC1165","Cambium Networks Limited",,
"58C17A","Cambium Networks Limited",,
"B4A25C","Cambium Networks Limited",,
"BCE67C","Cambium Networks Limited",,
"30CBC7","Cambium Networks Limited",,
"00CBBD","Cambridge Broadband Networks Group",,
"001902","Cambridge Consultants Ltd",,
"20FABB","Cambridge Executive Limited",,
"000B40","Cambridge Industries Group (CIG)",,
"A825EB","Cambridge Industries(Group) Co.,Ltd.",,
"0019C7","Cambridge Industries(Group) Co.,Ltd.",,
"70D931","Cambridge Industries(Group) Co.,Ltd.",,
"A4C7DE","Cambridge Industries(Group) Co.,Ltd.",,
"FCB698","Cambridge Industries(Group) Co.,Ltd.",,
"9C50EE","Cambridge Industries(Group) Co.,Ltd.",,
"D0542D","Cambridge Industries(Group) Co.,Ltd.",,
"4CFACA","Cambridge Industries(Group) Co.,Ltd.",,
"4CF2BF","Cambridge Industries(Group) Co.,Ltd.",,
"5C1A6F","Cambridge Industries(Group) Co.,Ltd.",,
"E01D3B","Cambridge Industries(Group) Co.,Ltd.",,
"A85840","Cambridge Industries(Group) Co.,Ltd.",,
"603ECA","Cambridge Medical Robotics Ltd",,
"784946","Cambridge Mobile Telematics, Inc.",,
"4CB82C","Cambridge Mobile Telematics, Inc.",,
"0CC844","Cambridge Mobile Telematics, Inc.",,
"00025B","Cambridge Silicon Radio",,
"00219A","Cambridge Visual Networks Ltd",,
"A424DD","Cambrionix Ltd",,
"00257A","CAMCO Produktions- und Vertriebs-GmbH für  Beschallungs- und Beleuchtungsanlagen",,
"4488CB","Camco Technologies NV",,
"181725","Cameo Communications, Inc.",,
"0018E7","Cameo Communications, INC.",,
"0040F4","CAMEO COMMUNICATIONS, INC.",,
"D479C3","Cameronet GmbH & Co. KG",,
"000013","CAMEX",,
"001234","Camille Bauer",,
"00D02C","CAMPBELL SCIENTIFIC, INC.",,
"00D067","CAMPIO COMMUNICATIONS",,
"0017A2","Camrivox Ltd.",,
"0000FF","CAMTEC ELECTRONICS LTD.",,
"0001EF","Camtel Technology Corp.",,
"045D56","camtron industrial inc.",,
"002012","CAMTRONICS MEDICAL SYSTEMS",,
"000851","Canadian Bank Note Company, Ltd.",,
"0026E4","Canal +",,
"000117","Canal +",,
"00C0FA","CANARY COMMUNICATIONS, INC.",,
"D842E2","Canary Connect, Inc.",,
"0000AF","Canberra Industries, Inc.",,
"0007BB","Candera Inc.",,
"385610","CANDY HOUSE, Inc.",,
"0015DB","Canesta Inc.",,
"001A87","Canhold International Limited",,
"0017DB","CANKO TECHNOLOGIES INC.",,
"00402A","Canoga Perkins Corporation",,
"10EED9","Canoga Perkins Corporation",,
"000220","CANON FINETECH INC.",,
"0030C4","Canon Imaging Systems Inc.",,
"84BA3B","CANON INC.",,
"60128B","CANON INC.",,
"7438B7","CANON INC.",,
"00BBC1","CANON INC.",,
"F48139","CANON INC.",,
"001E8F","CANON INC.",,
"5C625A","CANON INC.",,
"9C32CE","CANON INC.",,
"F80D60","CANON INC.",,
"D8492F","CANON INC.",,
"888717","CANON INC.",,
"349F7B","CANON INC.",,
"74BFC0","CANON INC.",,
"F4A997","CANON INC.",,
"180CAC","CANON INC.",,
"2C9EFC","CANON INC.",,
"000085","CANON INC.",,
"40F8DF","CANON INC.",,
"F8A26D","CANON INC.",,
"6C3C7C","CANON INC.",,
"DCC2C9","CANON INC.",,
"000FA0","Canon Korea Inc.",,
"002011","CANOPUS CO., LTD.",,
"88D962","Canopus Systems US LLC",,
"3027CF","Canopy Growth Corp",,
"00805D","CANSTAR",,
"902CFB","CanTops Co,.Ltd.",,
"001EEF","Cantronic International Limited",,
"0024E3","CAO Group",,
"001323","Cap Co., Ltd.",,
"183864","CAP-TECH INTERNATIONAL CO., LTD.",,
"286094","CAPELEC",,
"0015AC","Capelon AB",,
"000998","Capinfo Company Limited",,
"2C36A0","Capisco Limited",,
"000194","Capital Equipment Corporation",,
"0050A5","CAPITOL BUSINESS SYSTEMS, LTD.",,
"0007D7","Caporis Networks AG",,
"F88200","CaptionCall",,
"DC1792","Captivate Network",,
"00A030","CAPTOR NV/SA",,
"04DF69","Car Connectivity Consortium",,
"103034","Cara Systems",,
"001070","CARADON TREND LTD.",,
"0013B2","Carallon Limited",,
"000680","Card Access, Inc.",,
"029D8E","CARDIAC RECORDERS, INC.",,
"009D8E","CARDIAC RECORDERS, INC.",,
"000F3E","CardioNet, Inc",,
"3C1A57","Cardiopulmonary Corp",,
"602A54","CardioTek B.V.",,
"0090DE","CARDKEY SYSTEMS, INC.",,
"00A076","CARDWARE LAB, INC.",,
"002667","CARECOM CO.,LTD.",,
"84A9EA","Career Technologies USA",,
"F8C678","Carefusion",,
"000A5C","Carel s.p.a.",,
"342606","CarePredict, Inc.",,
"001D4A","Carestream Health, Inc.",,
"0015B3","Caretech AB",,
"F05849","CareView Communications",,
"001B14","Carex Lighting Equipment Factory",,
"345C40","Cargt Holdings LLC",,
"00269A","Carina System Co., Ltd.",,
"001610","Carina Technology",,
"00D0F4","CARINTHIAN TECH INSTITUTE",,
"00074A","Carl Valentin GmbH",,
"00200D","CARL ZEISS",,
"F095F1","Carl Zeiss AG",,
"0019EE","CARLO GAVAZZI CONTROLS SPA-Controls Division",,
"6849B2","CARLO GAVAZZI LTD",,
"0050A1","CARLO GAVAZZI, INC.",,
"D43D67","Carma Industries Inc.",,
"50C006","Carmanah Signs",,
"CC4D38","Carnegie Technologies",,
"08007F","CARNEGIE-MELLON UNIVERSITY",,
"001CDB","CARPOINT CO.,LTD",,
"0020F8","CARRERA COMPUTERS, INC.",,
"00E097","CARRIER ACCESS CORPORATION",,
"000252","Carrier Corporation",,
"8407C4","Carrier Corporation",,
"346D9C","Carrier Corporation",,
"0024BF","Carrier Culoz SA",,
"9CF61A","Carrier Fire & Security",,
"00016D","CarrierComm Inc.",,
"A40BED","Carry Technology Co.,Ltd",,
"0014BA","Carvers SA de CV",,
"006029","CARY PERIPHERALS INC.",,
"000915","CAS Corp.",,
"F02E51","Casa Systems",,
"D0DBB7","Casa Systems",,
"001710","Casa Systems Inc.",,
"40984C","Casacom Solutions AG",,
"0060D1","CASCADE COMMUNICATIONS",,
"0040FB","CASCADE COMMUNICATIONS",,
"D87E6F","CASCINATION AG",,
"DC49C9","CASCO SIGNAL LTD",,
"000277","Cash Systemes Industrie",,
"288915","CashGuard Sverige AB",,
"A07332","Cashmaster International Limited",,
"080074","CASIO COMPUTER CO. LTD.",,
"001FC7","Casio Hitachi Mobile Communications Co., Ltd.",,
"0016D2","Caspian",,
"0016F3","CAST Information Co., Ltd",,
"000EAF","CASTEL",,
"000BFE","CASTEL Broadband Limited",,
"000044","CASTELLE CORPORATION",,
"001CBC","CastGrabber, LLC",,
"00802E","CASTLE ROCK COMPUTING",,
"00205E","CASTLE ROCK, INC.",,
"000995","Castle Technology Ltd",,
"FC4AE9","Castlenet Technology Inc.",,
"003054","Castlenet Technology Inc.",,
"184859","Castlenet Technology Inc.",,
"98F217","Castlenet Technology Inc.",,
"001C7B","Castlenet Technology Inc.",,
"001DA9","Castles Technology, Co., LTD",,
"0004C3","CASTOR Informatique",,
"083571","CASwell INC.",,
"B0E39D","CAT SYSTEM CO.,LTD.",,
"000E85","Catalyst Enterprises, Inc.",,
"0003A2","Catapult Communications",,
"0494A1","CATCH THE WIND INC",,
"00184A","Catcher, Inc.",,
"001187","Category Solutions, Inc",,
"00025A","Catena Networks",,
"7C6F06","Caterpillar Trimble Control Technologies",,
"000A75","Caterpillar, Inc",,
"849681","Cathay Communication Co.,Ltd",,
"000AE8","Cathay Roxus Information Technology Co. LTD",,
"0019D0","Cathexis",,
"001ABA","Caton Overseas Limited",,
"000815","CATS Co., Ltd.",,
"4C7872","Cav. Uff. Giacomo Cimberio S.p.A. ",,
"E03E4A","Cavanagh Group International",,
"0023E1","Cavena Image Products AB",,
"0013F9","Cavera Systems",,
"000FB7","Cavium",,
"34800D","Cavium Inc",,
"D85D84","CAx soft GmbH",,
"002300","Cayee Computer Ltd.",,
"000089","CAYMAN SYSTEMS INC.",,
"001CB8","CBC Co., Ltd",,
"005012","CBL - GMBH",,
"001E7F","CBM of America",,
"002605","CC Systems AB",,
"5CF370","CC&C Technologies, Inc",,
"000272","CC&C Technologies, Inc.",,
"0002EF","CCC Network Systems Group Ltd.",,
"001F8C","CCS Inc.",,
"001983","CCT R&D Limited",,
"38C2BA","CCTV NEOTECH",,
"001339","CCV Deutschland GmbH",,
"001A58","CCV Deutschland GmbH - Celectronic eHealth Div.",,
"000BD3","cd3o",,
"54489C","CDOUBLES ELECTRONICS CO. LTD.",,
"78888A","CDR Sp. z o.o. Sp. k.",,
"000575","CDS-Electronics BV",,
"001ECC","CDVI",,
"00071B","CDVI Americas Ltd",,
"5CCEAD","CDYNE Corporation",,
"002717","CE Digital(Zhenjiang)Co.,Ltd",,
"A0CEC8","CE LINK LIMITED",,
"00120C","CE-Infosys Pte Ltd",,
"001822","CEC TELECOM CO.,LTD.",,
"0017CD","CEC Wireless R&D Ltd.",,
"30DE86","Cedac Software S.r.l.",,
"000AA0","Cedar Point Communications",,
"3C53D7","CEDES AG",,
"18104E","CEDINT-UPM",,
"0025D7","CEDO",,
"0025E0","CeedTec Sdn Bhd",,
"0006E2","Ceemax Technology Co., Ltd.",,
"00C0CE","CEI SYSTEMS & ENGINEERING PTE",,
"000A26","CEIA S.p.A.",,
"00112E","CEICOM",,
"E4C806","Ceiec Electric Technology Inc.",,
"D4507A","CEIVA Logic, Inc",,
"E8FDE8","CeLa Link Corporation",,
"00C0F6","CELAN TECHNOLOGY INC.",,
"00605A","CELCORE, INC.",,
"001C51","Celeno Communications",,
"001ACC","Celestial Semiconductor, Ltd",,
"B4DB91","CELESTICA INC.",,
"34AD61","CELESTICA INC.",,
"00E0EC","CELESTICA INC.",,
"0C48C6","CELESTICA INC.",,
"000169","Celestix Networks Pte Ltd.",,
"001EC4","Celio Corp",,
"5C0CBB","CELIZION Inc.",,
"E4A7FD","Cellco Partnership",,
"001600","CelleBrite Mobile Synchronization",,
"00075D","Celleritas Inc.",,
"646223","Cellient Co., Ltd.",,
"000F4E","Cellink",,
"000A61","Cellinx Systems Inc.",,
"48CB6E","Cello Electronics (UK) Ltd",,
"88F488","cellon communications technology(shenzhen)Co.,Ltd.",,
"001665","Cellon France",,
"001331","CellPoint Connect",,
"00E053","CELLPORT LABS, INC.",,
"00268D","CellTel S.p.A.",,
"00031B","Cellvision Systems, Inc.",,
"B4157E","Celona Inc.",,
"FC3288","CELOT Wireless Co., Ltd",,
"0005A2","CELOX Networks",,
"DCAE04","CELOXICA Ltd",,
"001468","CelPlan International, Inc.",,
"0006A1","Celsian Technologies, Inc.",,
"001B16","Celtro Ltd.",,
"000879","CEM Corporation",,
"0017F7","CEM Solutions Pvt Ltd",,
"00183B","CENITS Co., Ltd.",,
"000749","CENiX Inc.",,
"001E08","Centec Networks Inc",,
"001C1C","Center Communication Systems GmbH",,
"0020BA","CENTER FOR HIGH PERFORMANCE",,
"849DC5","Centera Photonics Inc.",,
"0003BF","Centerpoint Broadband Technologies, Inc.",,
"009015","CENTIGRAM COMMUNICATIONS CORP.",,
"00A000","CENTILLION NETWORKS, INC.",,
"00011D","Centillium Communications",,
"0001B7","Centos, Inc.",,
"0024DD","Centrak, Inc.",,
"0024BB","CENTRAL Corporation",,
"00A0E7","CENTRAL DATA CORPORATION",,
"84FB43","Central Denshi Seigyo",,
"A04E01","CENTRAL ENGINEERING co.,ltd.",,
"001778","Central Music Co.",,
"0025A6","Central Network Solution Co., Ltd.",,
"0090ED","CENTRAL SYSTEM RESEARCH CO., LTD.",,
"0016A2","CentraLite Systems, Inc.",,
"008097","CENTRALP AUTOMATISMES",,
"00A022","CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING",,
"002488","Centre For Development Of Telematics",,
"2C5BE1","Centripetal Networks, Inc",,
"B4FE8C","Centro Sicurezza Italia SpA",,
"00250B","CENTROFACTOR  INC",,
"58E476","CENTRON COMMUNICATIONS TECHNOLOGIES FUJIAN CO.,LTD",,
"00C02C","CENTRUM COMMUNICATIONS, INC.",,
"00E037","CENTURY CORPORATION",,
"C81073","CENTURY OPTICOMM CO.,LTD",,
"00806D","CENTURY SYSTEMS CORP.",,
"A0094C","CenturyLink",,
"00104E","CEOLOGIC",,
"002138","Cepheid",,
"181212","Cepton Technologies",,
"B0DA00","CERA ELECTRONIQUE","ACTIVITES VAL DE REUIL HAUTE NORMANDIE FR 27100 ",
"F4B5BB","CERAGON NETWORKS",,
"000A25","CERAGON NETWORKS",,
"3C4CD0","CERAGON NETWORKS",,
"D059C3","CeraMicro Technology Corporation",,
"D809C3","Cercacor Labs",,
"7055F8","Cerebras Systems Inc",,
"1889DF","CerebrEX Inc.",,
"8C4DEA","Cerio Corporation",,
"783607","Cermate Technologies Inc.",,
"001484","Cermate Technologies Inc.",,
"00213D","Cermetek Microelectronics, Inc.",,
"80D336","CERN",,
"080030","CERN",,
"00210F","Cernium Corp",,
"002208","Certicom Corp",,
"001117","CESNET",,
"00259A","CEStronics GmbH",,
"001101","CET Technologies Pte Ltd",,
"001382","Cetacea Networks Corporation",,
"00098F","Cetacean Networks",,
"0000DE","CETIA",,
"0019F3","Cetis, Inc",,
"00222C","Ceton Corp",,
"6872DC","CETORY.TV Company Limited",,
"0016F9","CETRTA POT, d.o.o., Kranj",,
"00253A","CEVA, Ltd.",,
"001602","CEYON TECHNOLOGY CO.,LTD.",,
"00231E","Cezzer Multimedia Technologies",,
"8CD17B","CG Mobile",,
"001276","CG Power Systems Ireland Limited",,
"F8E5CF","CGI IT UK LIMITED",,
"845C93","Chabrier Services",,
"508D6F","CHAHOO Limited",,
"001953","Chainleader Communications Corp.",,
"005070","CHAINTECH COMPUTER CO., LTD.",,
"001D6F","Chainzone Technology Co., Ltd",,
"E03560","Challenger Supply Holdings, LLC",,
"001525","Chamberlain Access Solutions",,
"0CA2F4","Chameleon Technology (UK) Limited",,
"E80734","Champion Optical Network Engineering, LLC",,
"E44E76","CHAMPIONTECH  ENTERPRISE (SHENZHEN) INC",,
"24C86E","Chaney Instrument Co.",,
"001DAE","CHANG TSENG TECHNOLOGY CO., LTD",,
"E85D86","CHANG YOW TECHNOLOGIES INTERNATIONAL CO.,LTD.",,
"000E4A","Changchun Huayu WEBPAD Co.,LTD",,
"18FC9F","Changhe Electronics Co., Ltd.",,
"ACACE2","CHANGHONG (HONGKONG) TRADING LIMITED",,
"B8F828","Changshu Gaoshida Optoelectronic Technology Co. Ltd.",,
"001993","Changshu Switchgear MFG. Co.,Ltd. (Former Changshu Switchgea",,
"74273C","ChangYang Technology (Nanjing) Co., LTD",,
"D443A8","Changzhou Haojie Electric Co., Ltd.",,
"9038DF","Changzhou Tiannengbo System Co. Ltd.",,
"C4824E","Changzhou Uchip Electronics Co., LTD.",,
"50ED78","Changzhou Yongse Infotech Co.,Ltd",,
"0040BF","CHANNEL SYSTEMS INTERN'L INC.",,
"0060B7","CHANNELMATIC, INC.",,
"9C13AB","Chanson Water Co., Ltd.",,
"B816DB","CHANT SINCERE CO.,LTD",,
"00179B","CHANT SINCERE CO.,LTD",,
"000FC8","Chantry Networks",,
"7C2587","chaowifi.com",,
"A47C14","ChargeStorm AB",,
"000302","Charles Industries, Ltd.",,
"00055B","Charles Industries, Ltd.",,
"0040E8","CHARLES RIVER DATA SYSTEMS,INC",,
"70BF3E","Charles River Laboratories",,
"00D0AA","CHASE COMMUNICATIONS",,
"0080D4","CHASE RESEARCH LTD.",,
"0C51F7","CHAUVIN ARNOUX",,
"00A08E","Check Point Software Technologies",,
"001C7F","Check Point Software Technologies",,
"0012C1","Check Point Software Technologies",,
"003025","CHECKOUT COMPUTER SYSTEMS, LTD",,
"00178D","Checkpoint Systems, Inc.",,
"0026EA","Cheerchip Electronic Technology (ShangHai) Co., Ltd.",,
"883B8B","Cheering Connection Co. Ltd.",,
"5CEB68","Cheerstar Technology Co., Ltd",,
"0015E5","Cheertek Inc.",,
"70FF5C","Cheerzing Communication(Xiamen)Technology Co.,Ltd",,
"20DC93","Cheetah Hi-Tech, Inc.",,
"000743","Chelsio Communications",,
"001E70","Chelton Limited",,
"6C9BC0","Chemoptics Inc.",,
"3C7AC4","Chemtronics",,
"001C45","Chenbro Micom Co., Ltd.",,
"001986","Cheng Hongjian",,
"001A0E","Cheng Uei Precision Industry Co.,Ltd",,
"9CCD82","CHENG UEI PRECISION INDUSTRY CO.,LTD",,
"E0F5CA","CHENG UEI PRECISION INDUSTRY CO.,LTD.",,
"00227E","Chengdu 30Kaitian Communication Industry Co.Ltd",,
"94F524","Chengdu BeiZhongWangXin Technology Co.Ltd",,
"18E1DE","Chengdu ChipIntelli Technology Co., Ltd",,
"0019CD","Chengdu ethercom information technology Ltd.",,
"A0861D","Chengdu Fuhuaxin Technology co.,Ltd",,
"00252A","Chengdu GeeYa Technology Co.,LTD",,
"ACF85C","Chengdu Higon Integrated Circuit Design Co,. Ltd.",,
"B88981","Chengdu InnoThings Technology Co., Ltd.",,
"A024F9","Chengdu InnovaTest Technology Co., Ltd",,
"949FB4","ChengDu JiaFaAnTai Technology Co.,Ltd",,
"E8CC8C","Chengdu Jiarui Hualian Communication Technology Co",,
"F4BD7C","Chengdu jinshi communication Co., LTD",,
"00262E","Chengdu Jiuzhou Electronic Technology Inc",,
"000F1E","Chengdu KT Electric Co.of High & New Technology",,
"48F8FF","CHENGDU KT ELECTRONIC HI-TECH CO.,LTD",,
"E89FEC","CHENGDU KT ELECTRONIC HI-TECH CO.,LTD",,
"002244","Chengdu Linkon Communications Device Co., Ltd",,
"00017A","Chengdu Maipu Electric Industrial Co., Ltd.",,
"48E1E9","Chengdu Meross Technology Co., Ltd.",,
"48F027","Chengdu newifi Co.,Ltd",,
"64B21D","Chengdu Phycom Tech Co., Ltd.",,
"6CF9D2","CHENGDU POVODO ELECTRONIC TECHNOLOGY CO., LTD",,
"2C1E4F","Chengdu Qianli Network Technology Co., Ltd.",,
"E0EF02","Chengdu Quanjing Intelligent Technology Co.,Ltd",,
"9C5440","ChengDu TD Tech",,
"D0A0D6","ChengDu TD Tech",,
"D464F7","CHENGDU USEE DIGITAL TECHNOLOGY CO., LTD",,
"48A2B8","Chengdu Vision-Zenith Tech.Co,.Ltd",,
"EC6C9F","Chengdu Volans Technology CO.,LTD",,
"800B51","Chengdu XGimi Technology Co.,Ltd",,
"6C0EE6","Chengdu Xiyida Electronic Technology Co,.Ltd",,
"9C443D","CHENGDU XUGUANG TECHNOLOGY CO, LTD",,
"24EE3A","Chengdu Yingji Electronic Hi-tech Co Ltd",,
"000DFF","CHENMING MOLD INDUSTRY CORP.",,
"001C1D","CHENZHOU GOSPELL DIGITAL TECHNOLOGY CO.,LTD",,
"000C4B","Cheops Elektronik",,
"001BB5","Cherry GmbH",,
"002092","CHESS ENGINEERING B.V.",,
"00208E","CHEVIN SOFTWARE ENG. LTD.",,
"984A47","CHG Hospital Beds",,
"001FB6","Chi Lin Technology Co., Ltd.",,
"CCF3A5","Chi Mei Communication Systems, Inc",,
"001194","Chi Mei Communication Systems, Inc.",,
"00034D","Chiaro Networks, Ltd.",,
"000C5D","CHIC TECHNOLOGY (CHINA) CORP.",,
"4CBB58","Chicony Electronics Co., Ltd.",,
"B0C090","Chicony Electronics Co., Ltd.",,
"907F61","Chicony Electronics Co., Ltd.",,
"645A04","Chicony Electronics Co., Ltd.",,
"000BF2","Chih-Kan Technology Co., Ltd.",,
"001472","China Broadband Wireless IP Standard group(ChinaBWIPS)",,
"002149","China Daheng Group ,Inc.",,
"A09DC1","China Dragon Technology Limited",,
"3C7AAA","China Dragon Technology Limited",,
"E051D8","China Dragon Technology Limited",,
"007E56","China Dragon Technology Limited",,
"A06720","China Dragon Technology Limited",,
"E07526","China Dragon Technology Limited",,
"44EFBF","China Dragon Technology Limited",,
"94E0D6","China Dragon Technology Limited",,
"40AA56","China Dragon Technology Limited",,
"24B72A","China Dragon Technology Limited",,
"D0A46F","China Dragon Technology Limited",,
"043926","China Dragon Technology Limited",,
"000E69","China Electric Power Research Institute",,
"10C22F","China Entropy Co., Ltd.",,
"D062A0","China Essence Technology (Zhumadian) Co., Ltd.",,
"FC38C4","China Grand Communications Co.,Ltd.",,
"00073E","China Great-Wall Computer Shenzhen Co., Ltd.",,
"A49005","CHINA GREATWALL COMPUTER SHENZHEN CO.,LTD",,
"001B65","China Gridcom Co., Ltd",,
"886B76","CHINA HOPEFUL GROUP HOPEFUL ELECTRIC CO.,LTD",,
"0404B8","China Hualu Panasonic AVC Networks Co., LTD.",,
"000BC0","China IWNComm Co., Ltd.",,
"74DDCB","China Leadshine Technology Co.,Ltd",,
"2400FA","China Mobile (Hangzhou) Information Technology Co., Ltd",,
"58C876","China Mobile (Hangzhou) Information Technology Co., Ltd.",,
"CCF0FD","China Mobile (Hangzhou) Information Technology Co., Ltd.",,
"20968A","China Mobile (Hangzhou) Information Technology Co., Ltd.",,
"8C1850","China Mobile (Hangzhou) Information Technology Co., Ltd.",,
"B45459","China Mobile (Hangzhou) Information Technology Co., Ltd.",,
"BCD7CE","China Mobile (Hangzhou) Information Technology Co., Ltd.",,
"2823F5","China Mobile (Hangzhou) Information Technology Co., Ltd.",,
"F010AB","China Mobile (Hangzhou) Information Technology Co., Ltd.",,
"8044FD","China Mobile (Hangzhou) Information Technology Co., Ltd.",,
"A84122","China Mobile (Hangzhou) Information Technology Co.,Ltd.",,
"B4BA12","China Mobile (Hangzhou) Information Technology Co.,Ltd.",,
"8C8F8B","China Mobile Chongqing branch",,
"1C4176","China Mobile Group Device Co.,Ltd.",,
